45,6,200,5,3,6,8,1,4,0,0,0,65,39, <=50K
1,4,13485,1,6,4,8,2,4,1,0,0,24,39, <=50K
8,4,4066,9,12,4,5,3,4,1,115,0,49,39, >50K
16,4,21360,11,8,2,10,0,4,1,0,0,39,39, <=50K
19,4,17988,1,6,4,7,4,4,0,0,0,39,39, <=50K
17,4,9221,15,9,2,10,0,4,1,0,0,63,39, >50K
26,4,19246,11,8,2,6,0,2,1,0,0,39,39, <=50K
30,2,8122,12,13,4,10,1,4,0,0,0,44,39, >50K
12,4,8868,11,8,2,8,0,4,1,0,0,39,39, <=50K
6,4,1997,15,9,0,4,1,4,1,0,0,49,39, <=50K
2,6,2505,11,8,4,1,3,1,0,0,0,29,39, <=50K
14,4,6234,11,8,2,3,0,4,1,0,0,39,39, <=50K
42,4,8549,11,8,2,12,0,4,1,0,0,59,39, <=50K
16,1,11436,11,8,2,3,0,4,1,0,0,39,39, <=50K
18,4,2704,8,10,2,3,0,4,1,0,0,49,39, <=50K
24,4,14524,15,9,2,4,0,4,1,0,46,49,39, >50K
37,5,3802,10,15,2,10,0,4,1,0,0,49,0, >50K
18,4,4885,11,8,2,12,0,4,1,0,0,49,39, <=50K
26,6,19503,5,3,2,5,0,4,1,70,0,39,5, <=50K
13,4,10261,15,9,4,8,4,4,0,0,0,35,39, <=50K
30,4,5673,9,12,2,3,0,4,1,108,0,49,39, >50K
13,1,20883,11,8,5,1,2,2,1,0,0,34,39, <=50K
16,4,2098,11,8,0,1,4,2,0,0,0,39,39, <=50K
6,4,12442,4,2,2,14,2,4,1,0,0,39,26, <=50K
4,4,7611,11,8,4,6,1,4,1,60,0,49,39, <=50K
18,4,12436,11,8,2,5,0,4,1,0,0,39,39, <=50K
30,4,677,15,9,0,4,1,4,0,0,0,47,39, <=50K
21,6,5138,0,5,5,7,1,4,1,0,0,39,39, <=50K
42,4,6458,11,8,6,8,1,4,0,0,0,34,39, <=50K
36,0,6664,9,12,0,0,1,4,0,0,0,49,39, <=50K
10,4,1278,11,8,2,5,0,4,1,0,0,39,39, <=50K
2,4,148,2,7,4,8,3,4,0,0,0,19,39, <=50K
14,4,17647,9,12,4,10,4,4,0,0,0,35,39, <=50K
20,4,17968,11,8,0,7,1,4,1,0,0,39,39, <=50K
28,4,10342,10,15,2,10,0,4,1,94,0,49,39, >50K
10,4,10894,9,12,4,10,1,4,1,0,0,44,39, <=50K
5,0,4753,9,12,4,0,3,1,0,0,0,14,36, <=50K
16,6,4186,15,9,2,3,0,4,1,0,0,49,39, <=50K
19,4,685,8,10,4,1,1,4,1,0,0,41,39, >50K
16,2,16487,11,8,5,8,3,4,0,0,0,76,39, <=50K
43,4,3947,10,15,4,10,1,4,0,0,0,64,39, >50K
26,4,1638,11,8,0,4,4,4,0,0,0,39,39, >50K
17,6,18653,15,9,2,5,0,4,1,0,0,49,39, <=50K
22,4,2165,15,9,2,14,0,4,1,0,0,42,39, <=50K
31,7,5751,11,8,2,1,0,4,1,0,0,34,39, >50K
40,4,9215,8,10,6,10,1,4,0,0,0,39,39, <=50K
42,4,20330,9,12,0,4,1,4,1,0,0,39,39, <=50K
2,4,11490,15,9,4,12,3,4,0,0,0,24,39, <=50K
47,7,4337,11,8,2,5,0,4,1,0,0,39,39, <=50K
31,4,19136,15,9,2,6,0,4,1,0,0,29,39, <=50K
31,4,6421,12,13,2,10,0,4,1,0,0,44,39, >50K
11,4,516,11,8,4,6,2,4,1,0,0,59,39, <=50K
26,4,8256,0,5,2,1,0,4,1,0,0,39,39, <=50K
30,4,20400,7,11,2,10,0,4,1,0,0,39,39, >50K
24,4,3628,7,11,0,12,4,4,1,0,0,39,39, <=50K
4,4,4965,15,9,4,1,3,4,1,0,0,49,39, <=50K
32,4,11784,15,9,2,8,0,4,1,0,0,39,39, <=50K
30,1,1257,9,12,3,4,1,4,1,0,0,59,39, >50K
23,4,15557,9,12,4,12,1,4,0,0,0,44,39, <=50K
32,4,7682,15,9,0,4,1,4,1,106,0,44,39, >50K
16,4,4864,15,9,2,3,0,4,1,0,0,57,39, <=50K
44,2,3960,11,8,6,1,4,4,0,14,0,34,39, <=50K
26,4,5314,15,9,2,3,0,4,1,0,0,44,39, >50K
47,6,7732,14,14,2,10,0,4,1,0,0,39,39, >50K
2,4,310,15,9,4,8,1,4,0,0,0,39,39, <=50K
22,6,2923,15,9,2,5,0,4,1,0,0,59,39, <=50K
31,4,5819,8,10,2,13,0,4,1,0,0,39,39, >50K
17,4,1494,9,12,4,12,1,4,1,118,0,49,39, >50K
44,4,12959,11,8,4,1,1,4,0,0,0,39,39, <=50K
30,4,4485,11,8,5,4,4,4,0,0,0,36,39, <=50K
21,4,16289,1,6,0,7,1,4,1,0,0,64,39, <=50K
39,4,5576,15,9,0,14,1,4,1,0,0,39,39, >50K
37,7,3423,12,13,2,10,0,1,1,0,0,39,19, >50K
7,4,1902,12,13,2,10,5,4,0,0,0,34,39, >50K
14,4,12423,5,3,2,8,0,4,1,0,0,39,26, <=50K
16,4,9804,9,12,2,1,2,1,1,0,0,39,19, <=50K
9,4,1477,11,8,2,3,0,4,1,0,0,39,39, <=50K
41,6,9015,11,8,0,4,1,4,1,0,0,68,39, <=50K
43,1,2257,11,8,4,1,1,2,0,0,0,39,39, <=50K
7,4,8190,9,12,2,10,0,4,1,0,0,43,39, <=50K
14,7,2120,9,12,4,10,1,4,0,0,0,39,39, <=50K
17,4,16792,9,12,4,12,4,2,1,0,0,44,0, <=50K
2,4,3425,15,9,4,12,3,4,0,0,0,19,39, <=50K
19,4,11301,7,11,2,12,5,4,0,0,0,39,39, <=50K
34,6,6625,11,8,2,3,0,4,1,0,0,68,39, <=50K
22,4,4533,8,10,2,3,0,4,1,0,0,39,39, <=50K
29,1,19009,11,8,4,6,1,4,1,0,0,39,39, <=50K
24,4,7793,11,8,2,12,0,4,1,42,0,39,39, <=50K
29,4,11694,11,8,0,9,4,4,0,0,0,27,7, <=50K
16,4,1786,12,13,2,4,0,4,1,0,0,39,39, >50K
47,4,7859,1,6,6,13,4,4,0,0,0,15,39, <=50K
2,4,6136,11,8,4,8,3,4,0,0,0,14,39, <=50K
18,4,19487,11,8,2,3,0,4,1,0,0,39,39, <=50K
8,4,21038,9,12,4,13,3,4,1,0,0,39,39, <=50K
20,7,2634,14,14,2,10,5,4,0,0,0,38,39, >50K
47,0,12735,11,8,6,0,1,4,0,0,0,19,39, <=50K
2,0,11951,15,9,4,0,3,4,0,0,0,34,39, <=50K
58,0,8933,6,4,2,0,0,2,1,11,0,4,39, <=50K
11,4,8114,9,12,4,1,3,2,1,0,0,34,39, <=50K
19,6,216,11,8,5,8,4,4,0,0,0,39,39, <=50K
19,4,3302,7,11,4,13,1,4,0,0,0,39,39, <=50K
28,6,1220,9,12,4,4,1,4,0,0,0,39,39, <=50K
16,2,5594,9,12,4,10,1,4,0,0,0,44,39, <=50K
17,6,14804,11,8,2,10,0,4,1,0,0,50,39, <=50K
21,4,10450,7,11,0,3,1,4,1,0,0,39,39, <=50K
34,4,9570,15,9,2,14,0,4,1,0,0,39,39, >50K
31,5,1597,9,12,2,4,0,4,1,0,0,59,39, >50K
31,4,5399,15,9,2,10,0,4,1,0,0,39,39, >50K
26,4,201,8,10,2,4,0,4,1,0,0,44,39, >50K
12,4,10371,11,8,2,14,0,4,1,0,0,39,39, <=50K
4,4,10480,11,8,4,8,2,4,0,0,0,29,39, <=50K
16,4,6545,11,8,4,1,3,2,0,0,0,39,39, <=50K
24,4,2258,1,6,2,6,0,4,1,94,0,39,39, >50K
15,6,11665,11,8,2,5,0,4,1,0,0,39,22, <=50K
16,4,3593,7,11,2,10,0,4,1,0,0,49,39, <=50K
40,7,17925,10,15,0,10,1,4,1,0,0,59,39, >50K
