1,60,172,2,1,2,8,6,0,0,0,1,0,62,0,-
0,46,126,2,1,9,8,36,1,1,1,0,0,52,82,+
2,125,32,3,3,4,4,64,0,0,0,0,0,60,116,-
1,121,192,2,1,14,4,66,1,1,1,0,0,37,11,+
2,188,46,2,1,3,8,37,1,1,1,1,0,154,237,+
2,126,72,2,1,13,8,19,0,0,0,1,0,100,41,-
2,77,0,2,1,3,8,2,1,0,0,0,0,0,0,+
2,244,39,3,3,13,8,6,0,0,0,0,0,0,74,-
2,166,93,2,1,3,4,96,1,1,3,0,0,103,93,+
2,172,72,2,1,4,8,4,0,0,0,1,0,37,0,-
2,153,68,3,3,10,8,3,0,0,0,1,2,23,0,-
2,65,175,2,1,2,8,71,0,1,2,1,0,62,71,-
2,66,15,2,1,9,8,3,0,0,0,1,0,96,37,-
2,154,65,2,1,3,4,51,0,0,0,1,2,109,0,-
1,153,160,2,1,11,4,2,0,1,12,1,0,40,3,-
1,302,0,3,3,6,3,0,0,0,0,0,0,0,0,-
2,275,112,2,1,13,8,92,0,0,0,0,0,145,65,-
2,262,54,2,1,10,8,42,1,1,2,1,0,0,15,+
2,49,103,3,3,8,8,7,0,0,0,0,0,44,73,-
2,23,155,2,1,2,4,27,0,0,0,0,0,105,13,-
1,112,66,3,3,6,3,0,0,0,0,1,0,62,40,-
1,91,188,2,1,11,4,36,0,0,0,0,0,96,1,-
2,123,189,2,1,13,8,94,1,0,0,1,0,148,114,+
2,139,39,2,1,13,8,42,0,0,0,0,0,67,0,-
1,178,96,2,1,11,4,39,1,1,2,0,0,0,0,+
2,76,0,2,1,9,8,25,0,1,11,0,2,0,0,-
2,199,199,3,3,2,8,75,1,0,0,0,0,23,0,-
2,128,4,3,3,9,8,2,0,0,0,0,0,74,184,-
2,310,16,3,3,9,4,74,1,0,0,0,0,62,94,+
2,315,179,2,1,9,4,107,1,0,0,1,0,5,181,+
2,170,5,3,3,2,4,70,1,1,1,1,0,137,224,+
2,213,86,2,1,2,1,84,1,0,0,1,2,96,0,-
1,34,136,2,1,3,4,19,1,1,7,0,0,29,0,+
2,102,10,3,3,2,8,36,0,0,0,1,0,52,0,-
2,13,72,2,1,9,8,1,0,0,0,1,0,52,31,-
1,116,186,2,1,11,4,84,1,1,2,0,0,0,212,+
2,266,122,3,3,2,8,39,0,0,0,0,0,52,2,-
2,168,86,3,3,3,8,36,0,0,0,1,0,37,0,-
2,33,0,3,3,6,3,0,0,1,4,0,0,12,1,-
2,159,70,2,1,6,3,0,0,1,5,0,0,60,63,-
2,34,86,3,3,7,8,25,0,0,0,1,0,115,149,-
2,184,69,2,1,7,1,0,0,0,0,0,0,62,0,-
2,28,156,2,1,6,3,10,0,0,0,0,0,23,0,-
1,66,39,3,3,6,3,70,0,0,0,0,0,96,0,-
2,38,19,2,1,6,3,0,0,1,3,0,0,112,136,-
1,97,186,3,3,6,3,46,0,1,1,1,0,67,1,-
2,119,20,2,1,1,8,11,1,0,0,1,0,67,0,-
2,347,209,2,1,5,9,119,1,1,1,1,0,0,52,+
2,26,158,3,3,1,8,3,1,0,0,0,0,37,104,-
2,265,16,2,1,7,4,84,1,0,0,1,0,105,0,+
2,144,39,3,3,9,8,6,0,0,0,0,0,77,0,-
2,261,72,2,1,11,4,95,1,1,11,0,0,23,0,+
2,349,101,3,3,1,8,109,1,0,0,0,0,0,0,-
2,125,45,2,1,13,8,46,1,1,11,1,0,138,29,+
1,39,8,2,1,11,4,7,1,1,11,0,0,23,48,+
1,245,32,2,1,7,1,51,1,0,0,1,0,0,93,+
2,259,12,3,3,2,8,9,1,1,8,1,0,100,69,+
2,8,0,3,3,1,8,6,0,0,0,0,0,17,0,-
2,136,195,2,1,2,4,90,1,1,11,0,0,0,190,+
2,319,176,2,1,10,8,30,1,1,4,1,0,67,0,+
2,173,108,2,1,11,4,92,1,1,12,1,0,130,149,+
2,129,29,2,1,10,8,24,1,1,3,1,0,127,0,+
0,89,182,2,1,2,1,83,1,1,2,0,0,20,109,+
1,149,108,2,1,9,8,92,0,0,0,1,2,31,0,-
2,227,101,2,1,3,8,72,1,1,10,1,0,0,0,+
2,308,146,2,1,5,8,111,1,1,5,0,0,0,0,+
2,156,0,2,1,13,8,30,1,1,1,0,0,68,0,+
1,293,187,2,1,9,4,109,1,0,0,1,0,0,0,+
2,198,211,2,1,14,4,39,1,1,1,1,0,152,114,+
0,42,4,2,1,11,8,25,0,1,1,0,0,84,135,+
1,89,33,3,3,6,3,13,1,1,3,0,0,62,64,-
1,203,32,2,1,2,8,46,1,1,11,0,0,0,110,+
1,301,118,2,1,7,1,66,0,0,0,1,0,20,0,-
2,324,123,2,1,10,8,123,1,1,6,1,0,115,166,+
1,169,44,2,1,13,8,27,1,1,16,0,0,37,183,+
2,41,0,2,1,4,8,13,0,0,0,0,0,46,0,-
2,349,1,3,3,4,8,77,0,0,0,1,0,144,0,-
1,82,168,3,3,9,4,64,0,0,0,1,0,2,16,-
2,243,1,2,1,5,8,1,0,1,1,0,2,157,0,+
1,123,45,2,1,10,8,46,1,0,0,0,2,116,0,-
2,202,63,2,1,13,8,3,0,1,2,0,0,75,1,-
1,71,25,2,1,2,8,46,0,1,2,1,0,67,106,-
2,282,115,2,1,9,8,1,0,0,0,0,0,0,195,+
2,236,117,2,1,11,8,1,1,1,1,0,0,67,93,+
2,297,150,2,1,7,1,0,1,1,11,0,0,0,162,+
2,83,174,2,1,2,8,48,0,0,0,0,2,23,0,-
1,91,72,2,1,11,4,43,1,1,18,0,0,0,114,+
2,205,201,2,1,13,8,2,0,0,0,0,0,105,204,-
2,125,86,3,3,7,4,94,1,1,2,1,0,21,0,-
1,103,16,2,1,2,4,23,1,0,0,1,0,149,0,+
2,163,198,2,1,4,8,64,1,1,9,0,0,85,132,+
0,254,51,3,3,0,0,0,0,0,0,1,0,48,1,-
2,284,210,2,1,13,8,42,1,1,3,0,0,37,14,+
1,218,108,2,1,11,8,3,1,0,0,1,0,79,0,+
2,0,86,3,3,13,8,42,1,1,2,1,0,37,149,+
1,9,8,2,1,1,8,3,0,0,0,0,0,67,1,-
2,42,9,2,1,11,8,3,0,0,0,0,0,67,0,-
2,290,61,2,1,6,3,7,0,0,0,0,0,67,3,-
1,11,16,2,1,7,8,4,0,1,6,1,0,84,29,-
1,31,144,2,1,1,8,2,1,0,0,0,0,31,0,+
2,85,138,2,1,1,8,6,0,0,0,1,0,0,0,-
2,48,28,3,3,2,8,46,0,0,0,1,2,84,0,-
2,82,15,3,3,13,8,60,1,1,6,1,0,70,99,-
2,171,81,2,1,9,8,13,0,0,0,1,0,82,0,-
2,187,118,2,1,1,8,3,1,0,0,1,0,140,0,-
2,51,72,3,3,4,8,27,1,1,8,1,0,52,1,+
1,278,131,2,1,5,1,98,1,1,6,0,0,121,238,+
2,285,174,2,1,10,8,127,1,0,0,0,2,34,0,+
2,240,78,2,1,10,8,72,0,0,0,1,2,129,0,-
1,94,29,2,1,14,4,26,1,0,0,1,0,52,219,+
1,87,65,3,3,7,1,80,0,0,0,0,0,67,110,-
2,134,141,2,1,11,4,93,1,1,6,0,0,123,70,+
2,36,118,2,1,13,4,35,1,1,7,0,0,23,198,+
2,179,73,3,3,2,4,47,1,1,1,1,0,62,234,+
2,31,0,2,1,11,8,17,0,0,0,0,0,52,1,-
1,70,161,2,1,11,8,10,1,1,5,1,0,0,119,+
2,288,135,2,1,2,4,118,1,1,9,0,0,63,176,+
2,305,118,2,1,9,8,97,1,1,15,0,0,0,230,+
1,57,114,2,1,1,8,57,1,1,3,0,0,23,145,+
2,31,82,3,3,6,3,0,0,0,0,1,0,62,1,-
1,313,124,2,1,9,4,99,1,1,3,1,0,31,35,-
2,24,5,2,1,4,8,6,0,0,0,1,2,96,0,-
2,201,25,2,1,9,8,36,0,0,0,1,0,81,0,-
