1,152,118,2,1,2,1,75,1,1,7,1,0,0,200,+
2,155,47,2,1,4,8,15,0,0,0,1,2,0,0,-
2,190,41,2,1,7,1,3,0,0,0,1,0,139,209,-
2,145,53,2,1,2,4,79,1,0,0,0,0,90,76,+
2,186,94,2,1,1,8,25,1,0,0,1,0,84,0,-
1,267,95,2,1,9,4,25,0,0,0,1,2,84,0,-
1,5,5,2,1,1,8,25,0,1,2,1,0,105,1,-
2,186,108,3,3,2,8,36,0,0,0,1,0,17,0,-
2,113,68,3,3,3,8,89,1,1,1,0,0,72,0,+
1,50,72,2,1,1,8,1,1,0,0,0,0,31,0,+
2,17,150,2,1,13,4,4,0,1,1,0,0,37,1,-
2,102,179,2,1,3,8,29,1,1,22,1,0,44,88,+
2,84,21,2,1,2,8,4,0,0,0,0,0,31,0,+
1,214,65,2,1,7,4,5,0,0,0,0,0,90,85,-
1,97,179,2,1,4,8,25,0,0,0,1,0,62,152,-
2,229,48,2,1,2,8,36,1,1,10,0,0,64,211,+
2,159,36,2,1,6,3,0,0,1,1,0,0,29,19,-
1,54,62,2,1,7,1,13,1,1,4,0,2,23,0,+
2,240,101,2,1,2,8,84,1,1,7,0,0,0,200,+
2,63,130,3,3,7,1,4,0,0,0,1,0,170,0,-
2,133,83,2,1,1,8,6,0,0,0,1,0,31,0,-
2,218,122,2,1,11,4,117,1,1,7,1,0,100,5,-
1,283,41,2,1,7,7,8,0,0,0,0,0,0,56,-
1,98,56,2,1,2,4,62,1,0,0,1,0,115,1,-
1,133,82,2,1,7,1,13,1,0,0,1,0,58,0,-
2,211,54,2,1,7,8,6,0,0,0,1,0,76,0,-
2,242,16,3,3,10,8,13,0,0,0,1,0,41,0,-
0,111,68,3,3,0,0,2,0,0,0,0,2,23,0,-
2,105,29,2,1,9,8,9,0,1,2,1,0,59,3,-
2,65,60,2,1,7,8,3,0,0,0,0,0,52,10,-
1,80,26,3,3,11,8,36,1,1,2,1,0,23,108,+
2,23,64,2,1,2,6,24,0,1,2,1,0,52,122,-
2,61,46,2,1,9,8,2,0,0,0,1,0,114,0,-
1,32,138,2,1,1,8,19,1,1,2,0,0,25,123,+
2,287,118,2,1,11,4,95,1,0,0,1,0,112,0,+
2,144,55,3,3,14,4,1,0,0,0,0,0,39,1,-
2,82,52,2,1,2,8,14,0,0,0,1,0,43,1,-
2,194,195,2,1,12,6,91,1,1,9,1,0,0,60,+
1,23,150,3,3,11,4,4,0,0,0,0,0,109,0,-
1,101,0,0,0,0,0,0,0,0,0,0,1,170,0,+
1,52,101,3,3,6,3,0,0,0,0,0,0,0,0,-
2,334,182,3,3,2,4,84,1,0,0,0,0,35,0,-
1,122,72,2,1,10,8,63,0,1,1,1,0,96,10,-
2,252,33,2,1,13,8,84,1,1,6,1,0,150,227,+
2,69,168,3,3,10,8,36,0,0,0,1,0,0,205,-
0,128,19,2,1,1,8,1,0,0,0,0,0,90,150,-
1,349,166,2,1,6,3,0,0,0,0,0,0,170,214,-
1,349,45,2,1,6,3,0,0,1,2,1,0,67,50,-
2,349,86,2,1,14,8,84,1,1,3,1,0,98,189,+
1,225,45,2,1,6,3,0,0,0,0,0,0,22,0,-
2,182,11,3,3,3,8,2,0,0,0,0,0,62,0,-
1,38,21,2,1,13,8,40,0,0,0,0,0,75,5,-
2,287,7,3,3,9,8,6,1,1,11,0,0,122,196,+
2,123,54,2,1,14,4,25,1,1,4,0,0,44,223,+
2,300,72,3,3,6,3,36,0,0,0,0,0,62,4,-
2,349,86,3,3,7,8,2,0,0,0,1,0,132,0,-
2,94,174,2,1,9,8,51,1,1,2,1,0,37,5,-
1,75,53,2,1,8,5,0,0,1,1,0,0,67,36,-
2,78,45,2,1,11,8,54,1,1,3,1,0,0,121,+
2,147,33,3,3,7,1,13,1,1,10,1,0,42,26,-
2,115,17,2,1,9,3,0,0,0,0,0,0,31,0,-
1,241,150,2,1,11,4,42,1,0,0,0,0,7,142,+
2,220,153,3,3,9,8,3,0,0,0,0,0,52,0,-
2,292,203,2,1,6,3,0,1,1,1,0,0,28,0,-
2,123,25,2,1,11,4,4,0,0,0,1,0,75,87,-
2,36,45,3,3,3,8,46,1,0,0,1,0,31,20,-
1,82,27,2,1,11,8,10,0,1,1,1,0,67,11,-
2,129,102,3,3,2,1,36,1,1,8,1,0,46,7,+
2,125,46,2,1,13,8,73,1,1,5,1,0,31,3,+
1,321,11,2,1,7,1,25,1,0,0,1,0,86,186,-
2,255,100,3,3,13,8,68,1,0,0,1,0,15,172,+
2,108,28,2,1,3,8,28,0,0,0,0,0,31,0,-
2,36,125,2,1,10,8,1,0,1,1,0,0,31,1,-
2,34,0,3,3,10,1,0,0,0,0,1,2,150,1,+
2,89,185,3,3,1,8,1,0,0,0,1,0,37,112,-
2,43,133,2,1,1,8,45,1,1,14,0,0,17,67,+
2,70,45,3,3,1,8,14,0,0,0,1,0,37,41,-
2,130,101,2,1,13,8,116,1,0,0,1,0,19,0,+
1,71,26,2,1,7,8,2,0,0,0,0,0,46,0,-
1,108,54,2,1,8,5,0,0,0,0,1,0,95,1,-
2,33,51,3,3,2,8,53,0,0,0,1,0,35,6,-
2,257,39,2,1,10,8,122,0,1,1,1,0,113,53,-
1,60,51,3,3,8,5,0,0,0,0,0,0,52,0,-
2,121,179,2,1,1,1,6,0,0,0,1,0,163,0,-
2,283,129,2,1,13,4,126,1,1,12,0,0,0,137,+
2,188,139,2,1,2,8,80,1,1,12,1,0,0,79,+
1,82,19,3,3,6,3,3,0,0,0,0,0,37,45,-
2,189,51,2,1,13,1,6,1,0,0,1,0,53,0,-
2,168,86,2,1,10,8,57,1,0,0,1,0,115,0,+
2,330,46,2,1,11,8,3,1,0,0,1,0,90,0,+
2,98,18,2,1,2,8,7,1,1,7,1,0,29,213,+
2,329,69,2,1,13,8,42,1,1,5,1,0,17,38,+
2,76,65,2,1,6,3,2,0,0,0,1,0,31,208,-
2,124,19,3,3,3,8,6,1,1,2,0,0,90,114,+
1,118,39,2,1,6,3,0,0,1,1,0,0,26,93,-
2,299,195,2,1,2,8,109,1,1,9,0,0,0,0,+
